##, Gene,  % In, % In, % Ratio, Up, Down, Up
1, Luc, 6.350699E-5, 1.8962799E-5, 0.2985939, , Luc, , Luc, 
20273, PLSCR4, 7.609396E-5, 4.2043237E-5, 0.5525174, , , , , 
20274, PLSCR4, 1.559068E-5, 1.4628446E-5, 0.9382814, , , , , 
20275, PLTP, 1.0727532E-6, 8.945024E-5, 83.3838, , , , , 
20276, PLTP, 3.690271E-5, 1.0348271E-5, 0.28042033, , , , , 
20277, PLTP, 9.847874E-5, 4.8598948E-5, 0.49349684, , , , , 
20278, PLTP, 1.6019781E-5, 2.3026258E-5, 1.437364, , , , , 
20279, PLTP, 4.0550072E-5, 1.3436498E-5, 0.33135572, , , , , 
20280, PMAIP1, 3.3899E-5, 8.397811E-5, 2.4773035, , , , , 
20281, PMAIP1, 4.763024E-5, 1.28405245E-5, 0.26958764, , , , , 
20282, PMAIP1, 1.3874274E-5, 1.0998424E-5, 0.7927207, , , , , 
20283, PMAIP1, 2.9250403E-5, 1.0342853E-4, 3.5359695, , , , , 
20284, PMAIP1, 1.14427E-5, 1.5278598E-5, 1.3352267, , , , , 
20285, PMCH, 5.1420637E-5, 6.674905E-5, 1.2980986, , , , , 
20286, PMCH, 2.9607989E-5, 1.8312647E-5, 0.6185036, , , , , 
20287, PMCH, 3.3612932E-6, 1.2569627E-5, 3.739521, , , , , 
20288, PMCH, 1.1156633E-4, 1.4883089E-4, 1.3340126, , , , , 
20289, PMCH, 8.460447E-5, 1.2136192E-5, 0.14344622, , , , , 
20290, PML, 7.258963E-5, 3.2941094E-5, 0.4537989, , , , , 
20291, PML, 2.6461244E-5, 5.417943E-7, 0.020475011, , , , , 
20292, PML, 3.6187543E-5, 1.6253829E-5, 0.44915536, , , , , 
20293, PML, 5.5497097E-5, 1.9992209E-5, 0.36023882, , , , , 
20294, PML, 5.2564905E-5, 1.2786344E-4, 2.432487, , , , , 
20295, PMM1, 1.7307086E-5, 5.4179427E-8, 0.0031304767, , , , , 
20296, PMM1, 1.3159106E-5, 4.4481312E-5, 3.3802686, , , , , 
20297, PMM1, 2.5674559E-5, 3.4729015E-5, 1.3526626, , , , , 
20298, PMM1, 4.0621588E-5, 6.5015314E-7, 0.016005114, , , , , 
20299, PMM1, 4.2910128E-7, 8.148586E-5, 189.8989, , , , , 
20300, PMM1, 2.9822539E-5, 3.418722E-5, 1.146355, , , , , 
20301, PMP22, 1.6448883E-5, 4.919492E-5, 2.9907758, , , , , 
20302, PMP22, 8.367475E-5, 3.407886E-5, 0.40727773, , , , , 
20303, PMP22, 5.4424345E-5, 1.3869934E-4, 2.5484798, , , , , 
20304, PMP22, 3.647361E-6, 7.2492076E-5, 19.875214, , , , , 
20305, PMP22, 3.0323157E-5, 5.2554045E-5, 1.7331324, , , , , 
20306, PMP22, 1.2443937E-5, 4.3126824E-5, 3.4656897, , , , , 
20307, PMS1, 1.466096E-5, 3.1424067E-6, 0.2143384, , , , , 
20308, PMS1, 2.5603043E-5, 3.58126E-5, 1.3987634, , , , , 
20309, PMS1, 2.088293E-5, 1.8421006E-5, 0.88210833, , , , , 
20310, PMS1, 1.5662197E-5, 2.3026258E-5, 1.4701805, , , , , 
20311, PMS1, 2.6961863E-5, 8.397811E-6, 0.31146997, , , , , 
20312, PMS2, 4.7201142E-6, 1.6465128E-4, 34.8829, , , , , 
20313, PMS2, 1.9524108E-5, 3.8142316E-5, 1.9536009, , , , , 
20314, PMS2, 3.6259058E-5, 6.3931725E-6, 0.17631932, , , , , 
20315, PMS2, 6.379306E-5, 1.1117619E-4, 1.7427632, , , , , 
20316, PMS2, 1.1871802E-4, 2.194267E-5, 0.18483016, , , , , 
20317, PMS2L3, 3.0752257E-5, 1.71207E-5, 0.55672985, , PMS2L3, , PMS2L3, 
20318, PMS2L3, 6.472278E-5, 5.8513783E-6, 0.09040678, , PMS2L3, , , 
20319, PMS2L3, 1.10135996E-4, 1.29488835E-5, 0.11757176, , PMS2L3, , , 
20320, PMS2L3, 2.4601806E-5, 7.98063E-5, 3.2439203, , PMS2L3, , , 
20321, PMS2L3, 4.7773276E-5, 7.043326E-7, 0.014743234, , PMS2L3, , , 
20322, PMVK, 3.3541415E-5, 3.310363E-5, 0.98694795, , , , , 
20323, PMVK, 1.3945792E-5, 2.5789408E-5, 1.8492609, , , , , 
20324, PMVK, 1.6091299E-5, 2.4326564E-5, 1.5117837, , , , , 
20325, PMVK, 2.9751021E-5, 1.2461269E-5, 0.4188518, , , , , 
20326, PMVK, 1.9595625E-5, 2.4759998E-5, 1.2635472, , , , , 
20327, PNKP, 5.5282548E-5, 5.385435E-5, 0.9741655, , , , , 
20328, PNKP, 3.5758438E-7, 2.1037873E-4, 588.33307, , , , , 
20329, PNKP, 3.826153E-5, 2.1184156E-5, 0.55366725, , , , , 
20330, PNKP, 2.3886638E-5, 3.808814E-5, 1.5945375, , , , , 
20331, PNKP, 4.720114E-5, 6.6694876E-5, 1.4129928, , , , , 
20332, PNKP, 5.3208558E-5, 2.7956585E-5, 0.5254152, , , , , 
20333, PNLIP, 8.145773E-5, 6.6044726E-5, 0.81078523, , , , , 
20334, PNLIP, 3.397052E-5, 8.300289E-5, 2.44338, , , , , 
20335, PNLIP, 2.4387256E-5, 4.9845075E-6, 0.20438984, , , , , 
20336, PNLIP, 1.1657251E-5, 9.725207E-5, 8.342625, , , , , 
20337, PNLIP, 1.0162548E-4, 2.0642363E-5, 0.20312192, , , , , 
20338, PNMT, 4.834541E-5, 6.886206E-5, 1.4243764, , , , , 
20339, PNMT, 3.962035E-5, 2.2321925E-5, 0.56339544, , , , , 
20340, PNMT, 1.7021017E-5, 8.1269144E-7, 0.04774635, , , , , 
20341, PNMT, 4.8774513E-5, 1.1811116E-5, 0.24215753, , , , , 
20342, PNMT, 1.2443937E-5, 3.9442624E-5, 3.169626, , , , , 
20343, PNMT, 1.995321E-5, 7.9101965E-6, 0.3964373, , , , , 
20344, PNPLA3, 1.1206695E-4, 2.0972856E-4, 1.8714578, , PNPLA3, , PNPLA3, 
20345, PNPLA3, 6.765497E-5, 3.4512297E-5, 0.5101221, , PNPLA3, , , 
20346, PNPLA3, 1.0441465E-5, 8.1269144E-7, 0.077833086, , PNPLA3, , , 
20347, PNPLA3, 6.7297384E-5, 8.885426E-6, 0.13203226, , PNPLA3, , , 
20348, PNPLA3, 6.972896E-5, 7.043326E-7, 0.010101005, , PNPLA3, , , 
20349, PNPLA3, 2.267085E-5, 4.5944154E-5, 2.026574, , PNPLA3, , , 
20350, PNPO, 1.7521636E-5, 8.777068E-5, 5.009274, , , , , 
20351, PNPO, 1.5304613E-5, 6.338993E-6, 0.41418839, , , , , 
20352, PNPO, 6.207665E-5, 1.3924113E-5, 0.22430515, , , , , 
20353, PNPO, 2.4673323E-5, 9.714371E-5, 3.937196, , , , , 
20354, PNPO, 9.654778E-6, 1.8095929E-5, 1.8742977, , , , , 
20355, PODXL, 5.4424345E-5, 6.317321E-5, 1.1607528, , , , , 
20356, PODXL, 1.1800285E-5, 1.6730608E-4, 14.178138, , , , , 
20357, PODXL, 2.8535234E-5, 5.2283147E-5, 1.8322312, , , , , 
20358, PODXL, 3.4900237E-5, 2.7089715E-7, 0.0077620433, , , , , 
20359, PODXL, 4.147979E-5, 1.5679527E-4, 3.78004, , , , , 
20360, POFUT1, 2.088293E-5, 2.7360611E-5, 1.3101902, , , , , 
20361, POFUT1, 3.3326865E-5, 1.08142136E-4, 3.2448938, , , , , 
20362, POFUT1, 5.6712885E-5, 1.13235E-5, 0.19966362, , , , , 
20363, POFUT1, 3.8905182E-5, 1.2515448E-5, 0.32169104, , , , , 
20364, POFUT1, 4.4411983E-5, 3.971352E-5, 0.8942073, , , , , 
20365, POFUT1, 3.6688158E-5, 1.7337417E-5, 0.4725617, , , , , 
20366, POLA1, 7.730975E-5, 7.043326E-7, 0.009110527, POLA1, , POLA1, , 
20367, POLA1, 1.4803994E-5, 6.409427E-5, 4.329525, POLA1, , , , 
20368, POLA1, 7.015806E-5, 4.8761485E-6, 0.06950233, POLA1, , , , 
20369, POLA1, 4.1551306E-5, 4.1068008E-5, 0.98836863, POLA1, , , , 
20370, POLA1, 1.2229387E-5, 5.2554045E-5, 4.2973576, POLA1, , , , 
20371, POLA1, 1.3016072E-5, 8.2136015E-5, 6.3103533, POLA1, , , , 
20372, POLA2, 3.6545127E-5, 7.758494E-5, 2.1229901, , , , , 
20373, POLA2, 6.65107E-5, 1.13289185E-4, 1.7033226, , , , , 
20374, POLA2, 6.028873E-5, 2.465164E-5, 0.408893, , , , , 
20375, POLA2, 3.554389E-5, 3.0719737E-5, 0.8642762, , , , , 
20376, POLA2, 3.1467428E-6, 4.4210414E-5, 14.04958, , , , , 
20377, POLA2, 8.653543E-6, 8.1269144E-7, 0.0939143, , , , , 
20378, POLB, 4.9346645E-6, 1.8919456E-4, 38.3399, , , , , 
20379, POLB, 1.1199543E-4, 6.1276936E-5, 0.5471378, , , , , 
20380, POLB, 2.3743603E-5, 1.4953522E-4, 6.297916, , , , , 
20381, POLB, 8.181531E-5, 1.5116061E-4, 1.8475833, , , , , 
20382, POLB, 8.1672275E-5, 1.5663273E-4, 1.9178201, , , , , 
20383, POLB, 2.4601806E-5, 1.9667132E-5, 0.7994182, , , , , 
20384, POLD1, 7.151688E-6, 4.063457E-5, 5.6818156, POLD1, , POLD1, , 
20385, POLD1, 2.5817593E-5, 8.668709E-6, 0.3357675, POLD1, , , , 
20386, POLD1, 5.4352827E-6, 1.0142389E-4, 18.660278, POLD1, , , , 
20387, POLD1, 1.9738658E-5, 1.0803378E-4, 5.473208, POLD1, , , , 
20388, POLD1, 2.2742368E-5, 5.2554046E-6, 0.23108432, POLD1, , , , 
20389, POLD1, 1.3867122E-4, 9.313444E-5, 0.67162055, POLD1, , , , 
20390, POLD3, 6.193362E-5, 9.210503E-7, 0.014871572, , , , , 
20391, POLD3, 2.3958155E-5, 5.602153E-5, 2.3383074, , , , , 
20392, POLD3, 3.761788E-5, 1.5332778E-5, 0.40759283, , , , , 
20393, POLD3, 1.9595625E-5, 4.350608E-5, 2.2201934, , , , , 
20394, POLD3, 4.348226E-5, 5.6509143E-5, 1.2995907, , , , , 
20395, POLD4, 3.3112316E-5, 2.9690327E-5, 0.89665514, , , , , 
20396, POLD4, 1.5018545E-6, 3.2561835E-5, 21.681086, , , , , 
20397, POLD4, 1.0012363E-6, 7.812674E-5, 78.030266, , , , , 
20398, POLD4, 7.6523065E-6, 1.6253829E-7, 0.02124043, , , , , 
20399, POLD4, 2.7104898E-5, 7.639299E-6, 0.28184202, , , , , 
20400, POLE, 1.559068E-5, 3.2507657E-7, 0.0208507, , , , , 
20401, POLE, 6.050328E-5, 8.468245E-5, 1.399634, , , , , 
20402, POLE, 2.1598098E-5, 2.1075797E-5, 0.97581726, , , , , 
20403, POLE, 1.9810175E-5, 1.0294091E-5, 0.5196366, , , , , 
20404, POLE, 2.131203E-5, 5.5263017E-6, 0.25930434, , , , , 
20405, POLE2, 5.892991E-5, 3.906337E-5, 0.66287845, , , , , 
20406, POLE2, 1.5018545E-5, 2.0479823E-5, 1.3636357, , , , , 
20407, POLE2, 2.3886638E-5, 3.9334263E-5, 1.6467057, , , , , 
20408, POLE2, 1.0012363E-6, 1.11609625E-5, 11.147181, , , , , 
20409, POLE2, 2.7891583E-6, 9.4813995E-6, 3.3993766, , , , , 
20410, POLE2, 5.656985E-5, 1.040245E-5, 0.18388683, , , , , 
20411, POLE3, 1.880894E-5, 4.2259953E-6, 0.22468014, , POLE3, , POLE3, 
20412, POLE3, 1.4947028E-5, 5.959737E-6, 0.39872387, , POLE3, , , 
20413, POLE3, 6.436519E-7, 2.0263105E-5, 31.481466, , POLE3, , , 
20414, POLE3, 6.851317E-5, 1.5820393E-5, 0.23091026, , POLE3, , , 
20415, POLE3, 2.9464954E-5, 2.1400874E-5, 0.7263162, , POLE3, , , 
20416, POLE3, 8.21729E-5, 1.0944244E-5, 0.13318558, , POLE3, , , 
20417, POLE4, 4.1122206E-5, 2.8173304E-6, 0.068511166, , POLE4, , POLE4, 
20418, POLE4, 1.3888578E-4, 1.1919474E-6, 0.008582213, , POLE4, , , 
20419, POLE4, 1.7807703E-5, 9.752297E-6, 0.54764485, , POLE4, , , 
20420, POLE4, 2.932192E-5, 1.598293E-5, 0.5450847, , POLE4, , , 
20421, POLE4, 2.20272E-5, 7.043326E-7, 0.031975586, , POLE4, , , 
20422, POLG, 4.813086E-5, 3.8142316E-5, 0.7924711, , POLG, , POLG, 
20423, POLG, 1.3445173E-5, 1.6253829E-5, 1.208897, , POLG, , , 
20424, POLG, 3.6616642E-5, 5.959737E-6, 0.16276033, , POLG, , , 
20425, POLG, 2.910737E-5, 4.9845075E-6, 0.17124555, , POLG, , , 
20426, POLG, 1.1628644E-4, 2.4868357E-5, 0.21385431, , POLG, , , 
20427, POLG, 6.3650023E-6, 3.099063E-5, 4.8689113, , POLG, , , 
20428, POLG2, 1.14427E-5, 3.2128402E-5, 2.807764, , , , , 
20429, POLG2, 3.7188776E-5, 1.9071158E-5, 0.51282024, , , , , 
20430, POLG2, 5.292249E-5, 7.731404E-5, 1.460892, , , , , 
20431, POLG2, 5.363766E-5, 7.58512E-6, 0.14141406, , , , , 
20432, POLG2, 2.28854E-5, 1.3171019E-4, 5.7552056, , , , , 
20433, POLH, 4.6915073E-5, 3.1424068E-5, 0.6698075, , , , , 
20434, POLH, 1.5447646E-5, 1.419501E-5, 0.9189109, , , , , 
20435, POLH, 4.8917547E-5, 2.5355972E-5, 0.518341, , , , , 
20436, POLH, 7.5807893E-6, 2.0479823E-5, 2.7015424, , , , , 
20437, POLH, 1.2873038E-6, 1.3544857E-6, 1.052188, , , , , 
20438, POLH, 8.796576E-5, 4.6160872E-5, 0.52475953, , , , , 
20439, POLI, 1.004097E-4, 8.289452E-6, 0.082556285, , , , , 
20440, POLI, 3.461417E-5, 3.3591245E-6, 0.09704477, , , , , 
20441, POLI, 7.823946E-5, 6.5557106E-5, 0.8379033, , , , , 
20442, POLI, 2.5030908E-5, 3.034048E-5, 1.2121207, , , , , 
20443, POLI, 4.147979E-6, 2.6168664E-5, 6.3087745, , , , , 
20444, POLK, 2.174113E-5, 3.890083E-5, 1.7892736, , POLK, , POLK, 
20445, POLK, 4.4340464E-5, 1.4628446E-6, 0.03299119, , POLK, , , 
20446, POLK, 5.292249E-5, 3.6300216E-6, 0.06859129, , POLK, , , 
20447, POLK, 1.1657251E-5, 6.571964E-5, 5.6376624, , POLK, , , 
20448, POLK, 8.131469E-5, 5.905558E-6, 0.072625965, , POLK, , , 
20449, POLK, 6.508036E-5, 2.4218205E-5, 0.37212768, , POLK, , , 
20450, POLL, 1.3087589E-5, 2.194267E-5, 1.6766014, , , , , 
20451, POLL, 2.059686E-5, 4.6811027E-5, 2.2727263, , , , , 
20452, POLL, 3.6831192E-5, 2.8010765E-5, 0.7605175, , , , , 
20453, POLL, 2.2599334E-5, 3.494573E-5, 1.5463169, , , , , 
20454, POLL, 3.5901474E-5, 4.1501444E-5, 1.1559817, , , , , 
20455, POLM, 7.866856E-6, 2.4164025E-5, 3.071624, , , , , 
20456, POLM, 2.7748549E-5, 1.1702757E-5, 0.421743, , , , , 
20457, POLM, 1.9166524E-5, 3.304945E-5, 1.724332, , , , , 
20458, POLM, 2.0525344E-5, 1.7608314E-5, 0.85788155, , , , , 
20459, POLM, 1.9667143E-5, 6.826608E-6, 0.34710726, , , , , 
20460, POLM, 3.318383E-5, 3.02863E-5, 0.9126825, , , , , 
20461, POLQ, 7.1516877E-7, 2.6656278E-5, 37.27271, POLQ, , POLQ, , 
20462, POLQ, 1.8379838E-5, 8.2677805E-5, 4.498288, POLQ, , , , 
20463, POLQ, 3.068074E-5, 7.043326E-7, 0.022956831, POLQ, , , , 
20464, POLQ, 2.0525344E-5, 6.458188E-5, 3.1464458, POLQ, , , , 
20465, POLQ, 8.152924E-6, 6.718249E-6, 0.8240294, POLQ, , , , 
20466, POLR1A, 5.499648E-5, 9.535579E-5, 1.7338526, , , , , 
20467, POLR1A, 2.1455064E-7, 4.3343542E-7, 2.020201, , , , , 
20468, POLR1A, 1.14713075E-4, 1.706652E-5, 0.14877573, , , , , 
20469, POLR1A, 4.0550072E-5, 1.3653216E-5, 0.33670017, , , , , 
20470, POLR1A, 4.376833E-5, 6.5015314E-7, 0.01485442, , , , , 
20471, POLR1B, 6.636766E-5, 3.5487526E-5, 0.5347111, , , , , 
20472, POLR1B, 2.8106133E-5, 1.3382319E-5, 0.4761352, , , , , 
20473, POLR1B, 1.3638269E-4, 2.3134617E-5, 0.16963015, , , , , 
20474, POLR1B, 1.9166524E-5, 1.3815754E-5, 0.7208273, , , , , 
20475, POLR1B, 1.880894E-5, 2.9040173E-5, 1.5439559, , , , , 
20476, POLR1C, 7.7095196E-5, 2.8985995E-5, 0.37597665, , , , , 
20477, POLR1C, 1.4854055E-4, 4.009278E-5, 0.26991132, , , , , 
20478, POLR1C, 2.6747313E-5, 1.6687263E-5, 0.6238856, , , , , 
20479, POLR1C, 1.9309557E-5, 1.1106783E-5, 0.57519615, , , , , 
20480, POLR1C, 1.787922E-5, 7.4550895E-5, 4.169695, , , , , 
20481, POLR1D, 7.151688E-5, 2.5139254E-5, 0.35151497, POLR1D, , POLR1D, , 
20482, POLR1D, 1.0799049E-5, 1.1469785E-4, 10.621106, POLR1D, , , , 
20483, POLR1D, 1.4017309E-5, 2.1460472E-4, 15.30998, POLR1D, , , , 
20484, POLR1D, 2.681883E-5, 8.771649E-5, 3.2707055, POLR1D, , , , 
20485, POLR1D, 1.2229387E-5, 1.7429522E-4, 14.252163, POLR1D, , , , 
20486, POLR1E, 9.2471324E-5, 5.0386866E-6, 0.05448918, , POLR1E, , POLR1E, 
20487, POLR1E, 1.4303376E-7, 2.66021E-5, 185.98476, , POLR1E, , , 
20488, POLR1E, 4.7773276E-5, 4.3451902E-5, 0.9095441, , POLR1E, , , 
20489, POLR1E, 4.4912602E-5, 1.1751518E-4, 2.6165302, , POLR1E, , , 
20490, POLR1E, 4.0979172E-5, 8.1269144E-7, 0.019831818, , POLR1E, , , 
20491, POLR1E, 7.5021206E-5, 2.1021619E-5, 0.28020903, , POLR1E, , , 
20492, POLR2A, 1.1943319E-5, 1.4736805E-5, 1.2338953, , , , , 
20493, POLR2A, 1.0656015E-5, 6.7941E-5, 6.375836, , , , , 
20494, POLR2A, 2.524546E-5, 4.1284726E-5, 1.6353327, , , , , 
20495, POLR2A, 6.2005136E-5, 2.7739867E-5, 0.44738016, , , , , 
20496, POLR2A, 6.171907E-5, 8.289452E-6, 0.13430943, , , , , 
20497, POLR2A, 3.575844E-5, 1.214161E-4, 3.395453, , , , , 
20498, POLR2B, 5.149215E-6, 8.912516E-5, 17.308495, POLR2B, , POLR2B, , 
20499, POLR2B, 4.884603E-5, 1.08358854E-7, 0.002218376, POLR2B, , , , 
20500, POLR2B, 4.140827E-5, 2.1617592E-5, 0.52205974, POLR2B, , , , 
20501, POLR2B, 6.629615E-5, 4.5239824E-5, 0.6823899, POLR2B, , , , 
20502, POLR2B, 9.797813E-6, 5.3583455E-5, 5.46892, POLR2B, , , , 
20503, POLR2B, 9.554655E-5, 7.2383715E-5, 0.7575754, POLR2B, , , , 
20504, POLR2B, 1.3659724E-5, 1.1334336E-4, 8.297632, POLR2B, , , , 
20505, POLR2B, 1.15142175E-5, 5.4179427E-8, 0.004705437, POLR2B, , , , 
20506, POLR2B, 9.368711E-6, 1.2894704E-5, 1.3763584, POLR2B, , , , 
20507, POLR2B, 2.6961863E-5, 8.517006E-5, 3.1589086, POLR2B, , , , 
20508, POLR2B, 1.3874274E-5, 7.422582E-6, 0.5349888, POLR2B, , , , 
20509, POLR2B, 5.3494627E-5, 6.4527696E-5, 1.2062463, POLR2B, , , , 
20510, POLR2B, 2.5316975E-5, 9.373041E-6, 0.37022755, POLR2B, , , , 
20511, POLR2B, 1.10136E-5, 2.1563412E-5, 1.9578896, POLR2B, , , , 
20512, POLR2B, 5.0061817E-7, 1.1128454E-4, 222.29425, POLR2B, , , , 
20513, POLR2B, 3.461417E-5, 1.13180824E-4, 3.2697828, POLR2B, , , , 
20514, POLR2B, 3.4685687E-5, 4.551072E-6, 0.13120893, POLR2B, , , , 
20515, POLR2B, 7.79534E-6, 4.8598948E-5, 6.234359, POLR2B, , , , 
20516, POLR2B, 1.5447646E-5, 2.5951946E-5, 1.6799936, POLR2B, , , , 
20517, POLR2B, 7.866857E-7, 3.2507657E-7, 0.41322294, POLR2B, , , , 
20518, POLR2B, 4.147979E-6, 9.047964E-6, 2.1812947, POLR2B, , , , 
20519, POLR2B, 2.0739895E-5, 4.2259953E-6, 0.20376165, POLR2B, , , , 
20520, POLR2B, 4.2838612E-5, 2.0642363E-5, 0.4818635, POLR2B, , , , 
20521, POLR2B, 1.351669E-5, 4.8761484E-7, 0.03607502, POLR2B, , , , 
20522, POLR2B, 4.012097E-5, 4.334354E-5, 1.0803214, POLR2B, , , , 
20523, POLR2B, 3.826153E-5, 4.8761484E-7, 0.012744259, POLR2B, , , , 
20525, POLR2C, 3.94058E-5, 4.3343542E-7, 0.010999279, , POLR2C, , POLR2C, 
20526, POLR2C, 1.2014836E-5, 1.5896244E-4, 13.230513, , POLR2C, , , 
20527, POLR2C, 1.5626439E-4, 2.8660917E-5, 0.18341298, , POLR2C, , , 
20528, POLR2C, 2.5173942E-5, 5.4179427E-6, 0.21522027, , POLR2C, , , 
20529, POLR2C, 2.0954445E-5, 6.068096E-6, 0.28958514, , POLR2C, , , 
20530, POLR2D, 5.978811E-5, 4.9845075E-6, 0.083369546, , , , , 
20531, POLR2D, 2.6532762E-5, 4.263921E-5, 1.60704, , , , , 
20532, POLR2D, 8.5820255E-7, 3.0936455E-5, 36.047966, , , , , 
20533, POLR2D, 1.5733713E-5, 1.9558773E-5, 1.2431123, , , , , 
20534, POLR2D, 2.5460009E-5, 1.045663E-5, 0.410708, , , , , 
20535, POLR2D, 7.3662386E-6, 2.167177E-5, 2.9420402, , , , , 
20536, POLR2F, 7.5092726E-6, 1.7391596E-5, 2.316016, , , , , 
20537, POLR2F, 2.8606752E-7, 2.2484463E-5, 78.59845, , , , , 
20538, POLR2F, 5.0776985E-6, 7.5309404E-6, 1.4831405, , , , , 
20539, POLR2F, 8.438992E-6, 1.6047947E-4, 19.016426, , , , , 
20540, POLR2F, 1.9810175E-5, 1.1919474E-6, 0.06016844, , , , , 
20541, POLR2F, 8.367475E-6, 2.2213565E-6, 0.26547512, , , , , 
20542, POLR2G, 3.9048216E-5, 1.0077373E-5, 0.25807512, , POLR2G, , POLR2G, 
20543, POLR2G, 6.436519E-6, 2.1725951E-5, 3.3754194, , POLR2G, , , 
20544, POLR2G, 1.1628644E-4, 8.668709E-6, 0.074546166, , POLR2G, , , 
20545, POLR2G, 1.12281505E-5, 2.5843587E-5, 2.301678, , POLR2G, , , 
20546, POLR2G, 5.5354063E-5, 2.4814179E-5, 0.44828108, , POLR2G, , , 
20547, POLR2G, 4.240951E-5, 7.747658E-6, 0.1826868, , POLR2G, , , 
20548, POLR2H, 5.9931146E-5, 2.7089715E-7, 0.0045201397, , POLR2H, , POLR2H, 
20549, POLR2H, 5.499648E-5, 9.4813995E-6, 0.17240012, , POLR2H, , , 
20550, POLR2H, 5.8071706E-5, 2.3297154E-5, 0.4011791, , POLR2H, , , 
20551, POLR2H, 2.7748549E-5, 1.2407089E-5, 0.4471257, , POLR2H, , , 
20552, POLR2H, 5.04194E-5, 1.7174878E-5, 0.34064028, , POLR2H, , , 
20553, POLR2H, 1.0698925E-4, 2.7089715E-7, 0.0025320034, , POLR2H, , , 
20554, POLR2I, 2.0239277E-5, 3.0123761E-5, 1.4883814, , POLR2I, , POLR2I, 
20555, POLR2I, 6.436519E-6, 4.8761484E-7, 0.07575754, , POLR2I, , , 
20556, POLR2I, 3.6473608E-5, 8.354468E-5, 2.2905514, , POLR2I, , , 
20557, POLR2I, 1.7807703E-5, 7.043326E-7, 0.03955213, , POLR2I, , , 
20558, POLR2I, 6.5223394E-5, 1.6362188E-5, 0.2508638, , POLR2I, , , 
20559, POLR2J, 3.5758438E-7, 3.0069583E-5, 84.09087, , , , , 
20560, POLR2J, 2.6675796E-5, 2.4868357E-5, 0.93224424, , , , , 
20561, POLR2J, 1.0155397E-5, 3.0882275E-5, 3.0409718, , , , , 
20562, POLR2J, 4.813086E-5, 1.8421006E-5, 0.38272753, , , , , 
20563, POLR2J, 5.9645077E-5, 7.265461E-5, 1.2181158, , , , , 
20564, POLR2K, 8.245896E-5, 4.1393083E-5, 0.50198406, , , , , 
20565, POLR2K, 4.648597E-6, 1.4086651E-4, 30.303017, , , , , 
20566, POLR2K, 6.6439185E-5, 1.1431859E-5, 0.172065, , , , , 
20567, POLR2K, 2.7677032E-5, 2.8606739E-5, 1.0335913, , , , , 
20568, POLR2K, 3.139591E-5, 1.7229058E-5, 0.5487676, , , , , 
20569, POLR2L, 6.021721E-5, 1.7283237E-5, 0.2870149, , POLR2L, , POLR2L, 
20570, POLR2L, 5.292249E-5, 9.318862E-5, 1.760851, , POLR2L, , , 
20571, POLR2L, 2.4101188E-5, 3.1424067E-6, 0.1303839, , POLR2L, , , 
20572, POLR2L, 3.733181E-5, 4.2368312E-5, 1.1349118, , POLR2L, , , 
20573, POLR2L, 8.052801E-5, 1.1919474E-5, 0.1480165, , POLR2L, , , 
20574, POLR3A, 6.7941037E-6, 1.9558773E-5, 2.8787863, , , , , 
20575, POLR3A, 6.8942274E-5, 3.3807963E-5, 0.49038073, , , , , 
20576, POLR3A, 1.283728E-4, 3.2886914E-5, 0.25618288, , , , , 
20577, POLR3A, 1.351669E-5, 2.643956E-5, 1.9560677, , , , , 
20578, POLR3A, 1.2873038E-6, 8.181094E-6, 6.355216, , , , , 
20579, POLR3B, 2.0382311E-5, 1.2461269E-5, 0.61137664, , , , , 
20580, POLR3B, 9.297194E-6, 1.5712034E-5, 1.6899759, , , , , 
20581, POLR3B, 1.4374893E-5, 1.7933391E-5, 1.2475495, , , , , 
20582, POLR3B, 3.1467425E-5, 2.6927175E-5, 0.8557159, , , , , 
20583, POLR3B, 1.6305848E-5, 1.2461269E-6, 0.07642208, , , , , 
20584, POLR3G, 1.7950737E-5, 5.797199E-6, 0.32295045, , , , , 
20585, POLR3G, 1.2980314E-4, 3.684201E-5, 0.2838299, , , , , 
20586, POLR3G, 2.9894056E-5, 7.422582E-6, 0.24829625, , , , , 
20587, POLR3G, 1.258697E-4, 4.0472034E-5, 0.32153913, , , , , 
20588, POLR3G, 7.6666096E-5, 1.0911737E-4, 1.4232806, , , , , 
20589, POLR3GL, 9.046885E-5, 9.318862E-6, 0.1030063, , POLR3GL, , POLR3GL, 
20590, POLR3GL, 4.5484736E-5, 1.08358854E-7, 0.0023823124, , POLR3GL, , , 
20591, POLR3GL, 6.794104E-5, 5.119956E-5, 0.75358814, , POLR3GL, , , 
20592, POLR3GL, 8.4175364E-5, 3.7167087E-5, 0.44154352, , POLR3GL, , , 
20593, POLR3GL, 7.630851E-5, 1.8258468E-5, 0.23927172, , POLR3GL, , , 
20594, POLR3GL, 2.8606752E-5, 3.315781E-5, 1.1590903, , POLR3GL, , , 
20595, POLR3H, 8.224441E-6, 3.126153E-5, 3.801052, POLR3H, , POLR3H, , 
20596, POLR3H, 3.8619113E-5, 1.901698E-5, 0.49242404, POLR3H, , , , 
20597, POLR3H, 5.0061817E-7, 9.7739685E-5, 195.23799, POLR3H, , , , 
20598, POLR3H, 9.640475E-5, 7.58512E-7, 0.007867994, POLR3H, , , , 
20599, POLR3H, 2.1025962E-5, 9.920253E-5, 4.718097, POLR3H, , , , 
